"best_available_taxonomy_dim$common_name","date_dim$yyyymmdd","haul_latitude_dim$latitude_in_degrees","haul_longitude_dim$longitude_in_degrees","operation_dim$operation_id","operation_dim$vessel","total_catch_numbers","total_catch_wt_kg"
"Mud Star","20100823","46.33472222","-124.58416667","201003008011","Excalibur","1","0.0200"
"Giant Soft Cucumber","20100823","46.33472222","-124.58416667","201003008011","Excalibur","55","20.8000"
"Spiny tunicate","20100823","46.33472222","-124.58416667","201003008011","Excalibur","1","0.2000"
"Sandpaper skate","20100823","46.25444444","-124.43361111","201003008010","Excalibur","1","0.5500"
"Dover sole","20100823","46.25444444","-124.43361111","201003008010","Excalibur","7","4.8000"
"rex sole","20100823","46.25444444","-124.43361111","201003008010","Excalibur","186","16.7000"
"blackfin poacher","20100823","46.25444444","-124.43361111","201003008010","Excalibur","5","0.1000"
"sablefish","20100823","46.25444444","-124.43361111","201003008010","Excalibur","20","15.3500"
"smalldisk snailfish","20100823","46.25444444","-124.43361111","201003008010","Excalibur","4","0.0200"
"twoline eelpout","20100823","46.25444444","-124.43361111","201003008010","Excalibur","1","0.0200"
"bigfin eelpout","20100823","46.25444444","-124.43361111","201003008010","Excalibur","15","5.3500"
"black eelpout","20100823","46.25444444","-124.43361111","201003008010","Excalibur","44","2.2000"
"shortspine thornyhead","20100823","46.25444444","-124.43361111","201003008010","Excalibur","394","55.3000"
"Rough Anemone","20100823","46.25444444","-124.43361111","201003008010","Excalibur","7","3.9000"
"Purple Striated Anemone","20100823","46.25444444","-124.43361111","201003008010","Excalibur","","0.1000"
"Pom Pom Anemone","20100823","46.25444444","-124.43361111","201003008010","Excalibur","3","0.4600"
"Grooved Tanner Crab","20100823","46.25444444","-124.43361111","201003008010","Excalibur","5","0.5000"
"","20100823","46.25444444","-124.43361111","201003008010","Excalibur","19","1.3900"
"Octopus Squid","20100823","46.25444444","-124.43361111","201003008010","Excalibur","1","0.0800"
"Sunflower Star","20100823","46.25444444","-124.43361111","201003008010","Excalibur","1","0.1200"
"Spiny Star","20100823","46.25444444","-124.43361111","201003008010","Excalibur","1","0.1200"
"","20100823","46.25444444","-124.43361111","201003008010","Excalibur","1","0.0800"
"Red Star","20100823","46.25444444","-124.43361111","201003008010","Excalibur","2401","19.6440"
"","20100823","46.25444444","-124.43361111","201003008010","Excalibur","1","0.0600"
"Mud Urchin","20100823","46.25444444","-124.43361111","201003008010","Excalibur","240","13.4160"
"","20100823","46.25444444","-124.43361111","201003008010","Excalibur","4","1.5000"
"big skate","20100823","46.32166667","-124.28916667","201003008013","Excalibur","2","1.7500"
"spotted ratfish","20100823","46.32166667","-124.28916667","201003008013","Excalibur","7","4.1000"
"Pacific sanddab","20100823","46.32166667","-124.28916667","201003008013","Excalibur","604","72.5000"
"arrowtooth flounder","20100823","46.32166667","-124.28916667","201003008013","Excalibur","33","10.1500"
"slender sole","20100823","46.32166667","-124.28916667","201003008013","Excalibur","13","0.9000"
"petrale sole","20100823","46.32166667","-124.28916667","201003008013","Excalibur","28","9.8500"
"English sole","20100823","46.32166667","-124.28916667","201003008013","Excalibur","37","6.1500"
"Dover sole","20100823","46.32166667","-124.28916667","201003008013","Excalibur","142","41.1500"
"rex sole","20100823","46.32166667","-124.28916667","201003008013","Excalibur","164","26.2500"
"warty poacher","20100823","46.32166667","-124.28916667","201003008013","Excalibur","39","1.0600"
"Pacific herring","20100823","46.32166667","-124.28916667","201003008013","Excalibur","19","0.6600"
"American shad","20100823","46.32166667","-124.28916667","201003008013","Excalibur","18","1.9000"
"lingcod","20100823","46.32166667","-124.28916667","201003008013","Excalibur","2","1.2000"
"Pacific hake","20100823","46.32166667","-124.28916667","201003008013","Excalibur","1","0.4000"
"whitebait smelt","20100823","46.32166667","-124.28916667","201003008013","Excalibur","7","0.0600"
"chinook salmon","20100823","46.32166667","-124.28916667","201003008013","Excalibur","",""
"chinook salmon","20100823","46.32166667","-124.28916667","201003008013","Excalibur","",""
"blackbelly eelpout","20100823","46.32166667","-124.28916667","201003008013","Excalibur","46","0.9200"
"Giant Anemone","20100823","46.32166667","-124.28916667","201003008013","Excalibur","5","1.0400"
"Dungeness Crab","20100823","46.32166667","-124.28916667","201003008013","Excalibur","","175.4500"
"rosy tritonia","20100823","46.32166667","-124.28916667","201003008013","Excalibur","1","0.0200"
"Sunflower Star","20100823","46.32166667","-124.28916667","201003008013","Excalibur","","0.8600"
"Fish-eating Star","20100823","46.32166667","-124.28916667","201003008013","Excalibur","1","0.1600"
"equal armed star","20100823","46.32166667","-124.28916667","201003008013","Excalibur","1","0.0400"
"flat mud star","20100823","46.32166667","-124.28916667","201003008013","Excalibur","19","1.4600"
"sea nettle","20100823","46.32166667","-124.28916667","201003008013","Excalibur","1","0.0800"
"","20100823","46.32166667","-124.28916667","201003008013","Excalibur","1","0.1600"
"big skate","20100823","46.09000000","-124.15583333","201003008009","Excalibur","3","6.9500"
"longnose skate","20100823","46.09000000","-124.15583333","201003008009","Excalibur","1","5.1500"
"spotted ratfish","20100823","46.09000000","-124.15583333","201003008009","Excalibur","1","0.3500"
"Pacific sanddab","20100823","46.09000000","-124.15583333","201003008009","Excalibur","941","56.4500"
"arrowtooth flounder","20100823","46.09000000","-124.15583333","201003008009","Excalibur","3","1.4500"
"slender sole","20100823","46.09000000","-124.15583333","201003008009","Excalibur","4","0.2500"
"petrale sole","20100823","46.09000000","-124.15583333","201003008009","Excalibur","37","14.3500"
"English sole","20100823","46.09000000","-124.15583333","201003008009","Excalibur","45","4.7500"
"Dover sole","20100823","46.09000000","-124.15583333","201003008009","Excalibur","20","2.2500"
"rex sole","20100823","46.09000000","-124.15583333","201003008009","Excalibur","50","8.0000"
"warty poacher","20100823","46.09000000","-124.15583333","201003008009","Excalibur","2","0.0600"
"Pacific herring","20100823","46.09000000","-124.15583333","201003008009","Excalibur","2","0.1600"
"Giant Anemone","20100823","46.09000000","-124.15583333","201003008009","Excalibur","7","2.3300"
"","20100823","46.09000000","-124.15583333","201003008009","Excalibur","1","0.0600"
"Dungeness Crab","20100823","46.09000000","-124.15583333","201003008009","Excalibur","59","32.8500"
"flat mud star","20100823","46.09000000","-124.15583333","201003008009","Excalibur","9","1.0400"
"fish unident.","20100824","47.15472222","-124.74750000","201003008015","Excalibur","1","2.5600"
"Pacific Spiny Dogfish","20100824","47.15472222","-124.74750000","201003008015","Excalibur","7","9.4000"
"big skate","20100824","47.15472222","-124.74750000","201003008015","Excalibur","1","23.7500"
"longnose skate","20100824","47.15472222","-124.74750000","201003008015","Excalibur","12","29.0000"
"spotted ratfish","20100824","47.15472222","-124.74750000","201003008015","Excalibur","3","1.6000"
"arrowtooth flounder","20100824","47.15472222","-124.74750000","201003008015","Excalibur","146","167.3000"
"Pacific halibut","20100824","47.15472222","-124.74750000","201003008015","Excalibur","1","9.1000"
"flathead sole","20100824","47.15472222","-124.74750000","201003008015","Excalibur","27","5.6900"
"slender sole","20100824","47.15472222","-124.74750000","201003008015","Excalibur","86","8.0000"
"petrale sole","20100824","47.15472222","-124.74750000","201003008015","Excalibur","11","5.6600"
"English sole","20100824","47.15472222","-124.74750000","201003008015","Excalibur","2","0.6700"
"Dover sole","20100824","47.15472222","-124.74750000","201003008015","Excalibur","36","21.0000"
"rex sole","20100824","47.15472222","-124.74750000","201003008015","Excalibur","97","15.5500"
"sablefish","20100824","47.15472222","-124.74750000","201003008015","Excalibur","9","8.4000"
"Pacific sardine","20100824","47.15472222","-124.74750000","201003008015","Excalibur","3","0.4000"
"Pacific cod","20100824","47.15472222","-124.74750000","201003008015","Excalibur","1","1.0000"
"walleye pollock","20100824","47.15472222","-124.74750000","201003008015","Excalibur","1","0.3200"
"lingcod","20100824","47.15472222","-124.74750000","201003008015","Excalibur","7","12.6500"
"Pacific hake","20100824","47.15472222","-124.74750000","201003008015","Excalibur","2","0.0200"
"blackbelly eelpout","20100824","47.15472222","-124.74750000","201003008015","Excalibur","3","0.0800"
"darkblotched rockfish","20100824","47.15472222","-124.74750000","201003008015","Excalibur","1","0.1200"
"greenstriped rockfish","20100824","47.15472222","-124.74750000","201003008015","Excalibur","4","0.0800"
"Glass Shrimp","20100824","47.15472222","-124.74750000","201003008015","Excalibur","1570","7.8520"
"Dungeness Crab","20100824","47.15472222","-124.74750000","201003008015","Excalibur","13","8.0000"
"California Market Squid","20100824","47.15472222","-124.74750000","201003008015","Excalibur","62","1.2400"
"Sunflower Star","20100824","47.15472222","-124.74750000","201003008015","Excalibur","21","2.8930"
"Fish-eating Star","20100824","47.15472222","-124.74750000","201003008015","Excalibur","21","1.2400"
"Short-Spined Pink Star","20100824","47.15472222","-124.74750000","201003008015","Excalibur","4","0.5400"
"flat mud star","20100824","47.15472222","-124.74750000","201003008015","Excalibur","21","2.0660"
"Mud Urchin","20100824","47.15472222","-124.74750000","201003008015","Excalibur","41","1.2400"
"","20100824","47.15472222","-124.74750000","201003008015","Excalibur","1","0.3200"
"longnose skate","20100824","47.74583333","-124.91888889","201003008018","Excalibur","2","3.0500"
"spotted ratfish","20100824","47.74583333","-124.91888889","201003008018","Excalibur","46","29.8000"
"Pacific sanddab","20100824","47.74583333","-124.91888889","201003008018","Excalibur","4","0.9000"
"arrowtooth flounder","20100824","47.74583333","-124.91888889","201003008018","Excalibur","10","3.9500"
"slender sole","20100824","47.74583333","-124.91888889","201003008018","Excalibur","43","3.8000"
"petrale sole","20100824","47.74583333","-124.91888889","201003008018","Excalibur","18","7.8500"
"English sole","20100824","47.74583333","-124.91888889","201003008018","Excalibur","16","5.8000"
"Dover sole","20100824","47.74583333","-124.91888889","201003008018","Excalibur","14","5.6500"
"rex sole","20100824","47.74583333","-124.91888889","201003008018","Excalibur","12","1.9500"
"sablefish","20100824","47.74583333","-124.91888889","201003008018","Excalibur","1","0.6000"
"walleye pollock","20100824","47.74583333","-124.91888889","201003008018","Excalibur","26","7.2500"
"lingcod","20100824","47.74583333","-124.91888889","201003008018","Excalibur","29","91.2500"
"yellowtail rockfish","20100824","47.74583333","-124.91888889","201003008018","Excalibur","1","1.6500"
"canary rockfish","20100824","47.74583333","-124.91888889","201003008018","Excalibur","77","77.3500"
"yelloweye rockfish","20100824","47.74583333","-124.91888889","201003008018","Excalibur","2","1.3500"
"Dungeness Crab","20100824","47.74583333","-124.91888889","201003008018","Excalibur","16","5.0000"
"Pacific Spiny Dogfish","20100824","47.73805556","-124.91694444","201003008019","Excalibur","4","8.6500"
"spotted ratfish","20100824","47.73805556","-124.91694444","201003008019","Excalibur","12","8.0500"
"Pacific sanddab","20100824","47.73805556","-124.91694444","201003008019","Excalibur","5","1.0500"
"arrowtooth flounder","20100824","47.73805556","-124.91694444","201003008019","Excalibur","28","9.1500"
"Pacific halibut","20100824","47.73805556","-124.91694444","201003008019","Excalibur","2","30.6000"
"flathead sole","20100824","47.73805556","-124.91694444","201003008019","Excalibur","11","1.9500"
"slender sole","20100824","47.73805556","-124.91694444","201003008019","Excalibur","67","4.4500"
"petrale sole","20100824","47.73805556","-124.91694444","201003008019","Excalibur","20","9.5000"
"English sole","20100824","47.73805556","-124.91694444","201003008019","Excalibur","51","10.1000"
"Dover sole","20100824","47.73805556","-124.91694444","201003008019","Excalibur","32","12.2500"
"rex sole","20100824","47.73805556","-124.91694444","201003008019","Excalibur","32","5.8500"
"sablefish","20100824","47.73805556","-124.91694444","201003008019","Excalibur","3","2.2500"
"spotted cusk-eel","20100824","47.73805556","-124.91694444","201003008019","Excalibur","1","0.1600"
"Pacific cod","20100824","47.73805556","-124.91694444","201003008019","Excalibur","1","1.1500"
"walleye pollock","20100824","47.73805556","-124.91694444","201003008019","Excalibur","5","1.3500"
"lingcod","20100824","47.73805556","-124.91694444","201003008019","Excalibur","21","85.8500"
"blackbelly eelpout","20100824","47.73805556","-124.91694444","201003008019","Excalibur","3","0.0400"
"greenstriped rockfish","20100824","47.73805556","-124.91694444","201003008019","Excalibur","2","0.0400"
"yellowtail rockfish","20100824","47.73805556","-124.91694444","201003008019","Excalibur","2","3.1000"
"canary rockfish","20100824","47.73805556","-124.91694444","201003008019","Excalibur","60","60.4000"
"Giant Anemone","20100824","47.73805556","-124.91694444","201003008019","Excalibur","7","1.0500"
"ocean shrimp","20100824","47.73805556","-124.91694444","201003008019","Excalibur","22","0.0600"
"Dungeness Crab","20100824","47.73805556","-124.91694444","201003008019","Excalibur","24","8.9500"
"","20100824","47.73805556","-124.91694444","201003008019","Excalibur","1","0.0600"
"Jewel Squid","20100824","47.73805556","-124.91694444","201003008019","Excalibur","1","0.0400"
"Sunflower Star","20100824","47.73805556","-124.91694444","201003008019","Excalibur","2","0.9800"
"Spiny Star","20100824","47.73805556","-124.91694444","201003008019","Excalibur","1","1.1600"
"flat mud star","20100824","47.73805556","-124.91694444","201003008019","Excalibur","18","1.6500"
"Pacific Spiny Dogfish","20100824","47.17333333","-124.85305556","201003008016","Excalibur","4","4.2000"
"Sandpaper skate","20100824","47.17333333","-124.85305556","201003008016","Excalibur","1","0.1800"
"longnose skate","20100824","47.17333333","-124.85305556","201003008016","Excalibur","4","10.5500"
"spotted ratfish","20100824","47.17333333","-124.85305556","201003008016","Excalibur","8","0.7500"
"arrowtooth flounder","20100824","47.17333333","-124.85305556","201003008016","Excalibur","22","20.1500"
